comprimento_mm,largura_mm,espessura_mm,massa_mg,area_mm2,perimetro_mm,compacidade,razao_aspecto,cultura
5.54966430874376,3.5415935551130255,3.2222884561969516,31.20181544495015,15.436730213226221,14.455227085211787,0.9283576934683363,1.566996388033197,Trigo
7.235511145967992,2.8172094099074227,2.0746697119422794,22.06002749673194,16.00951696025981,16.56279544341467,0.7333660754463155,2.5683256347655607,Arroz
10.650289695071168,7.838345828853925,4.714410505108601,272.15924555546025,65.56555217958709,29.210069754147018,0.9656514544695023,1.3587420008780586,Milho
8.373681598957779,2.6122741929746267,2.0728280592109325,28.37026909538932,17.180076154243103,18.46435898306046,0.6332372853682705,3.2055140388699286,Arroz
14.138876134369095,8.904888352299235,7.09463323869117,361.0670286581857,98.88564482949168,36.66541974488041,0.9243358378956288,1.5877656827351967,Feijao
17.728347798300486,8.129272228356259,6.040981360844899,216.45373251124562,113.19045658556105,42.02868193811458,0.8052451823446433,2.180803803870788,Feijao
6.112421492525279,5.547133849568691,4.846411491219059,207.76980221318988,26.63004012420206,18.325550877149265,0.9964777535783532,1.1019062561471347,Soja
5.871853410390837,4.648383853500381,5.150563810439007,172.09520211296893,21.437151159689492,16.581072768361608,0.979832146558603,1.2632032111481377,Soja
6.257441798038186,3.6556613541320364,2.544809930549496,37.184444464518585,17.966052225920112,15.840789056267154,0.8997231609641566,1.7117126538445162,Trigo
17.171694627686797,9.467950422131851,6.181363559557888,252.2090085668864,127.69062512329027,42.72493076174928,0.8790349483584771,1.8136654568392143,Feijao
7.412218027250392,2.224335384564052,1.8028392382664347,27.24443996457278,12.94906280934433,16.25446119635862,0.6158898477935096,3.3323293234860416,Arroz
6.512554576290887,3.658069377099738,2.7967941024158587,43.194735288479045,18.710836119353942,16.292149670479805,0.885821621876177,1.780325604828823,Trigo
6.004278040412175,3.749485035854121,2.964185271158952,42.631712365344676,17.68163010387469,15.526555574496458,0.9216837290841056,1.6013607156707639,Trigo
15.328445873783963,7.748800863366322,6.466888494474646,436.0015848628614,93.28729626093028,37.23396428893551,0.8455782711982344,1.9781700606414612,Feijao
7.320985310126507,2.18787898672068,2.0365002061198427,22.135014720986984,12.580060043177681,16.045221855867386,0.6140463089105652,3.3461564165848245,Arroz
9.322565025545275,8.704404966450108,5.295327415346154,339.91440777148466,63.73300424413793,28.325022991909186,0.998237113820964,1.0710169232104638,Milho
10.24123787386689,7.845321280326744,4.257219813481514,405.39133422187456,63.103444878825435,28.53507477789016,0.9738787788481524,1.3053943245827606,Milho
7.501942702610844,4.9240922993353475,4.6756569955158644,197.14732515733326,29.012811017949286,19.729349433863945,0.9366431115626443,1.5235178884895098,Soja
11.084992022856659,7.476059424410413,4.648411787437056,332.7736350863179,65.08756299996115,29.431844790115083,0.9442193711166724,1.4827319304957047,Milho
14.57831177266787,8.666962380946238,6.771636406891048,294.7280710032252,99.2348063912036,37.10633172402615,0.9056863976338227,1.682055503634971,Feijao
9.940443267387066,7.161485475187806,4.552696348890248,308.6309015771982,55.911191551255385,27.041269021811264,0.9608475216152772,1.3880420901260548,Milho
7.834327402378953,2.3243984201963563,1.9431689804142405,18.441402831615388,14.302177710933737,17.153278750188186,0.6108263221011917,3.370475274078503,Arroz
6.446033799865861,3.5588722822000163,2.948593036589188,45.653504085843196,18.01751376269009,16.044572287627997,0.8795255051035961,1.8112574121038885,Trigo
6.150153536858637,6.380027981844801,5.236725653496551,175.8335853054163,30.81757224714656,19.684019228398167,0.9994952294892396,1.0,Soja
8.098623461822614,2.3191205153632075,1.705173573591579,26.289115861537155,14.75109997500216,17.64847370146017,0.5951411313282704,3.492109792558259,Arroz
14.645326744896211,9.964155884171978,7.405250053999865,331.2194125834799,114.61183346385326,39.0069557383744,0.9465753899414225,1.469801046384697,Feijao
6.436386289824252,2.3573086441299123,1.858042201553293,27.05420324781914,11.916492148473047,14.56641475169297,0.7057533562723802,2.7303960836235497,Arroz
7.536018430641873,2.1947261584668216,2.2436389423508514,19.53645285035811,12.990090394858152,16.45890411506668,0.6025876227202206,3.4336941770933,Arroz
6.647492792408478,3.246298068651766,2.8963432748570344,48.02735570801944,16.948690529291422,16.003728658768935,0.8315792712767729,2.0477148591500955,Trigo
14.42018757615336,10.370101853610372,7.902204397644412,318.10888920031374,117.44750980380654,39.20077091748976,0.9604272225128666,1.3905540928831805,Feijao
10.763201410794561,8.609787292402185,5.124691841855378,338.85645973562293,72.78196401879715,30.52509014151608,0.9815664926798123,1.2501123483378833,Milho
7.324925851488911,6.630960750356996,4.600775749074235,232.98209809104424,38.147806531253494,21.935408704951634,0.9962950534701389,1.1046552871082147,Soja
5.990063182315844,3.695691845483069,2.9855230625307727,32.062027731606165,17.38669502400483,15.428531413591807,0.9178627015729165,1.620823226816649,Trigo
16.882718682562356,9.86254348461517,6.98292100293469,368.7023342967959,130.77393632156625,42.73811993086236,0.8997052059335039,1.7118016978985324,Feijao
6.2921570832176545,3.497046557404885,2.9966738411553413,28.057824208951672,17.281874693181905,15.691866864907205,0.8819652750496754,1.7992774702682215,Trigo
7.453181905630415,2.169333519358851,1.7128180952262944,28.99960095769484,12.698660986944144,16.276722439499615,0.6023291446813438,3.4357012599119434,Arroz
9.76664500016538,7.434191200251394,4.610847637298844,349.75776097397227,57.025487950353615,27.143357630897075,0.9726391274722347,1.3137468134845807,Milho
4.968298423760273,3.0669187213490705,3.405971248202788,31.35435894935259,11.967400409519069,12.798997395318723,0.9180319259347922,1.6199641644154257,Trigo
6.161592741229103,3.452508356597101,3.0774736948451586,36.03246298819519,16.707736197014164,15.40307289236317,0.8849377711758636,1.7846713475596505,Trigo
5.236416071705176,3.984890012816575,2.9877587422853873,55.39887738331252,16.38854384736413,14.55157398413581,0.972591093049228,1.3140679052278297,Trigo
6.078563959495471,3.1433109741395113,2.751602621101491,36.51160194371856,15.006458823791325,14.854926748446644,0.8545688451195339,1.9338092888373832,Trigo
6.105334232601556,3.7812432477520774,3.313283206192061,39.49865243414114,18.131508668383486,15.745091619804782,0.9190802246596994,1.614636729925041,Trigo
9.47733661394103,7.314865398952385,4.654045965059378,309.8403909533972,54.448074565545866,26.48660141634668,0.9753038044710507,1.2956269318774272,Milho
10.289116484406732,9.442523547417391,5.353875967727737,358.69340765352945,76.30553503295373,31.008653477995313,0.9972409189691924,1.0896574875072342,Milho
9.978788899640627,8.02468448638021,4.7801344708629125,400.182990040676,62.89204007755299,28.3631424826135,0.9824192263802773,1.2435116815591933,Milho
15.249983726039765,8.816471827842847,8.018804138740727,380.13417000217555,105.59760922573109,38.4819171089896,0.8960877703050479,1.7297150179598573,Feijao
5.443542344506509,5.207932028497255,4.7534554367842095,174.3647367505261,22.26572261414743,16.733343509953478,0.9992662173391387,1.045240666491041,Soja
10.843041641627922,8.178094590310849,5.639225931303649,333.091979944665,69.64551215722514,30.02513374095868,0.9708074475070105,1.325864053281362,Milho
8.784504027236789,8.28940443225659,4.958924410803716,338.7778445249641,57.1913642799234,26.825270819857597,0.9987391867904952,1.0597267993166812,Milho
15.59186997822633,9.180071037695981,7.25519303414882,192.56043091246187,112.4175530068141,39.56614378261494,0.9023947126992996,1.6984476388256342,Feijao
15.604911844555758,9.056741683296819,7.308041950316201,202.9038252270268,111.00005191572755,39.42424509796092,0.8974417585197366,1.7230161122223027,Feijao
6.471394257070038,3.529343987927992,3.017018067312155,30.744452795894645,17.938318448515208,16.050863352067452,0.8749732961020191,1.8335969175022993,Trigo
8.493637999615403,2.451595196244236,2.164031637351097,29.134358659194426,16.35431620436032,18.528468468164714,0.5986365218552135,3.4645352595842005,Arroz
7.0423609046517175,5.828403862251295,4.6766937113436295,178.69777778517349,32.237235849108984,20.262338760090397,0.9867076986639403,1.2082829315008237,Soja
13.177790796167034,8.229181197271311,7.356782461857259,369.3239646819516,85.17048397514941,34.0767358401474,0.9216860275743453,1.6013489653790365,Feijao
11.394497098349206,9.291202755138032,6.798465746192456,273.0587646498804,83.1489905189957,32.57705837219455,0.9845620978282239,1.2263748191317914,Feijao
6.661155367317954,5.912057093783831,4.602260250156595,195.94844588619006,30.92986783593792,19.767486179551586,0.9946837903516961,1.1267068740458805,Soja
10.734289557643821,7.354484273075662,5.1760276982571485,354.7214822337783,62.003386606055024,28.662312937232105,0.9484245965554541,1.4595570755302896,Milho
6.1741708696230635,3.5440805895160064,2.8715248433377893,44.18494747434915,17.185893436837706,15.54620521283474,0.8935794781056554,1.7421079215544115,Trigo
13.327766718971379,8.618510585175907,6.741966443950011,239.00446172832363,90.2151515943548,34.8711096217513,0.9323045698342487,1.5464118291965125,Feijao
8.860201451029235,8.671489578259644,5.371632047011357,275.09527215340006,60.343039816488016,27.539513567782606,0.9998262118831693,1.02176233633985,Milho
7.549033769769473,2.4462891845051145,2.2389525723753874,34.06110044184256,14.504041867700664,16.740834468069444,0.6503463459434812,3.085912253377618,Arroz
6.257810922054802,6.256542710048646,5.230082006442626,202.90389892956946,30.750114121996223,19.657500767990683,0.9999999845951271,1.0002027017260058,Soja
5.737184533007308,4.216511597861132,3.007848966383194,38.94038081864568,18.999492454129353,15.726594783756077,0.9653448188534088,1.3606471605384776,Trigo
6.365977751254923,3.2176931898000865,3.1219437052710846,34.76041733649547,16.087910041226777,15.462912176457912,0.845525898593849,1.9784290719310123,Trigo
